text
"Zaten poliklinikler, koridorlar #süriyeliler den geçilmiyor.!!
Allah belasınızı versin sizin."
Ümit özdağ :Mülteciler nefes aldı
SRİYE ÖZGÜRLEŞSE BİLE KÜRTLERLE #camda ARAPLAR ARASINDA...
"Bugün Aksaray’dan geçince 20 sene öncenin  Bangladeş’indeymiş gibi hissettim. İstanbul’un göbeğinde, Arap egemen semtte, sağlı sollu tuk tuk taksi kılıklı arabalar doluydu. Çirkin görüntü! Ne kadar gerilemişiz. Bizde 20 sene önce bile yoktu mesela... Bunlarla geldi."
"gittiğim gibi engeli basıcam hepinize fflfşşg ah siz barbar türkler, muhattap olamam hiçbirinizle "
"Türkler kendi özüne dönmedikçe ve Arapların inancını esas aldıkça asla Türkler tarafından yönetilemeyecekler!

“Araplar İslamiyet öncesi kız çocuklarını diri diri toprağa gömerken” Türkler tek Tanrı’ya inanıyor ve savaşlarda kadın ve çocuklara el kaldırmayıp adalet dağıtıyordu!"
"Ahaahhahajahahahha
O sırada Yunan medyası: 
"" barbar Türkler onları işgal ettiğimizde bize karşı koyarak soykırım yaptılar:("""
Türkler yapınca insan hakları adı altında eleştirilere boğan barbar ilan edenler bakalım Ermeniler hakkında ne diyecekler
Süriyeliler gidecek başka yolu yok.#VatanBenimOyBenim.
Araplar beni takip edebilir
Süriyeliler de yardım etsin bi zahmet
"Türk'ün başına kendini yaratıcının yeryüzündeki gölgesi sanan elinde asayla gezen külahlı bir Katolik Papası ya da dilenci kılıklı bir Arap halifesi serdar olamaz. Türk'ün geleceği, kültürü ve töresi gayri milli yapıların iki dudağı arasından çıkacak sözlere terk edilemez."
"Evet süriyeliler evlerine dönsün.
Ama onları evlerinden eden, sizin dünyanın dört bir yanından toplayıp Suriye’ye yığdığınız ve hala beslediğiniz cihadist teröristlerdir. 
Evin camdan ise başkasının penceresine taş atmayacaksın."
"MERSİN KYK YURDU
sığınmaya gelen süriyeliler ve yaptıklarına sessiz kalan milletimiz var yurttan kaydı silinen öğrenciler var paylaşım yaptıkları için yurtta kalan kızları taciz ve tecavüz etmeye kalkışanlar var yayalımm bunu 
@KayyaaMi
 rt 
 
@MersinValiligi
 @mersin_bld
 @MersinMEM"
"Dilenci kılıklı bir Arap halife ya da başında külahlı bir şapka ile gezen Katolik Papa, Türk Ulusunun başına geçemez. Türk Ulusunun geleceği kendini yaratıcının yeryüzündeki gölgesi sanan müptezellerin ağzından çıkan sözlere emanet edilemez."
O sırada gerçek süriyeliler plajda nargile keyfi yapıyordur.
Süriyeliler 6 ayliğına suriyeye geri dönuyor izinli olarak demekki suriyede onlar için bir tehlike yok neden geri alınıcaklar sebep ne yemin ederim siz Türk milletine topragına düşmansınız size oy verenlerde
"Süriyeliler konusu dışında bir söyleminiz,bir projeniz,bir programınız yok millet sizi niye dinlesin"
"Burdan haber kanallarına sesleniyorum. Yabancı uyruklu şahıslar İsveçten, Fransadan, İngiltereden gelendir. Süriyeliler yabancı uyruklu değildir. Bayburt nüfusundan daha fazla ülkemizde süriyeli var"
"Üretim yeniden şahlanacak,mülteciler gidecek işsizlik bitecek
#SevdaÖzbek #Ataittifaki"
"mülteciler bizim ülkemizde bizden iyi yaşıyor ...
AFyoksa OydaYok"
"“ Süriyeliler neden kaçtılar?” 
“Acaba ne zaman gidicekler?”
“Memleketine geri dönün!” 
Bu lafları hergün kulaklarımızı duyar 
Bence bu videoyu izlerseniz kesinlikle cevabınızı alırsınız #Suriyeli #çukur #Tadamon_massacre"
Yok Başkan bu aralar mili takım olarak hiç bir yerde yokuz süriyeliler Yener bizi
"“Dünyada Araplar kadar güzel masal uyduran, Farslar kadar bu masalı güzel anlatan, Türkler kadar bu masala inanan ikinci bir millet yoktur.”

Mirza Fetali Ahundov"
Bıktık şu Arap kılıklı tiplerin anayasaya saldırışlarını her dakika görmekten ya hu!
Ey CHP İYİ parti zerre kadar samimi iseniz. Süriyeliler oy kullanmasın diye önerge ver meclise. Zerre kadar samimi iseniz ÜMİT ÖZDAĞ gibi suriyelilere yapılan bütün teşvikleri yardımları keseceğim diyin. Zerre kadar onur şeref haysiyet vs varsa. Hodri meydan yörü birini yap.
"Araplar bizi arkadan vurmamış mıydı? Kemalistlerin nefreti o yüzden değil mi?

İngiliz ile işbirliği yapıp Osmanlı’ya ihanet eden Şerif Huseyin’in oğlu Kral Faysal da M.Kemal’in düşmanı olması gerekmez miydi?

Bakın, 1931 yılında Türkiyeye gelmiş, M.Kemal tarafından 2 hafta…"
"Bende gittiler sandïm 
Süriyeliler"
Türkiye'de Türklerden daha çok Süriyeliler gündemde
Süriyeliler son 10 senede görmediği dayakları son günlerde görüyorlar çokta iyi oluyor
Süriyeliler türk polisini dövüyor biz kimlik çıkarmazsak cezaevine
"Abi hacegan da oturuyoruz ,korkuyorum ki Süriyeliler burayı da bulsun"
"#YabancıSeçmenİstemiyorum
Mülteciler oy kullanamaz."
"Bunu duyan süriyeliler afganlar pakistanlilar Türk kadınlarına hangi gözle baktıklarını tahmin bile etmek istemiyorum. 

Bu zihniyette dava açılsın."
Süriyeliler olmasa dünya çok daha güzel olurdu
"Memleketimde Suriyeli istemiyorum, Afgan istemiyorum mülteci istemiyorum, sokakta karşımdan gelen arap kıyafetli terörist kılıklı heriflerden, siyahi siyahi insanlardan nefret ediyorum. Akp ekonomiyi yoketti ama ondan daha buyuk zararı Mültecilerdir"
Yardım tırlarının acilen kontrollü dağıtımı yapılması lazım süriyeliler stoklar gibi alıyor malzemeyi bazılarıda marka ve sıfır malzeme arıyor
Kendi ülkemde mülteci gibi hissediyorum kendimi #süriyeliler
"■Araplar Puta taparken, Türkler Araplardan bin yıl önce Tanrı'yı biliyordu!

■Ne kadar sade ve kalpten bir dua

■Arapların putlara Perslerin ateşe taptıkları dönemden 800 sene önce, bir ve tek olan Tanrı’ya inanan Türk Hun Hükümdarları şu duayı okurlardı:

■“Ulu Tanrı. Her…"
"Arap'ı kazıyın, altından İngiliz çıkar. İngiliz ise, İsrail'i kuran devlettir. ABD'nin akıl hocasıdır. İslam coğrafyası İngilizlerin Müslüman kılıklı ajanlarıyla doludur. Hatta sakallı, eli tesbihli, koynunda haç taşıyan papazlarıyla..."
"Yani diyorki: Ben Kemal geliyorum,Başta süriyeliler olmak üzere alayını gönderiyorum Kapişşş"
"100 yıl önce Selanikten, Kosovadan, Iraktan, Süriyeden gelenler...

Şimdi Süriyeliler gitsin diyor...

1 asır önce nerdeydin ki şimdi birilerini kovma hakkına sahip oluyon!"
Süriyeliler yüzünden sahile hasret kalmışızz
Bende sana bayılıyordum ya hayrandım sana arap sabunu kılıklı 
Şu ülkede süriyeliler kadar rahat yaşasak yeter yani
Ya bu Arap Bedevi’si kılıklı adamı savunan tag açmışlar birde utanmadan . Sizin din bilginizde batsın. Arap kültürünü yaşayış tarzını din zanneden cahil bir grupsunuz .  #AliEdizerYalnızDeğildir
"Sultanahmet Sultanahmet olalı bu kadar Arap kılıklı istilacıyı bir arada görmedi...!

Bu #sessizistila'ya sebep olanlar, bu istilaya karşı çıkanlara #DangalAK diyor...!

#ÜlkemdeMülteciİstemiyorum"
